alumni_id,roll_number,name,department,batch_year,graduation_year,current_company,current_designation,years_of_experience,total_companies_worked,location,current_salary,career_domain,specialization,total_skills,linkedin_connections,github_contributions,is_mentor,mentees_count,mentor_rating,workshops_conducted,talks_given,publications,patents,open_source_contributions,career_growth_rate,job_satisfaction,willing_to_relocate,preferred_mentee_department,preferred_mentee_skills,availability_hours_per_month,response_time_hours,success_score
752,1942202,Vidya Krishna,CSM,2019,2023,Google AI,Senior Engineer,3,1,Mumbai,2206693,Data Science,ML,15,537,98,1,2,4.7,4,3,0,0,1,85,9,1,CSM|AID,Python|ML|TensorFlow|PyTorch,6,10,83
753,1902203,Anjali Singh,EEE,2019,2023,Vestas,Senior Engineer,3,1,Noida,1869123,Renewable,Solar,24,260,59,0,0,0.0,0,0,0,0,0,92,6,0,EEE|AID,MATLAB|Power Systems|PLC,7,0,97
754,1903204,Sneha Patel,MEC,2019,2023,Honeywell,Engineer,3,1,Hyderabad,1604865,Automotive,Powertrain,21,235,28,1,3,4.4,4,3,0,0,1,94,8,1,MEC|IT,SolidWorks|CATIA|ANSYS,5,24,90
755,1961205,Saranya Kumar,AIML,2019,2023,Tesla,Engineer,3,1,Pune,1674924,AI,NLP,13,571,235,1,3,4.1,1,2,2,1,1,92,7,1,AIML|AID,Python|Deep Learning|PyTorch,12,10,93
756,1902206,Madhavi Krishna,EEE,2019,2023,Alstom,Senior Engineer,3,1,Mumbai,2327650,Power Systems,Grid,16,436,98,1,4,4.8,1,3,0,0,2,85,6,1,EEE|CSE,MATLAB|Power Systems|PLC,10,24,97
757,1912207,Kavya Menon,IT,2019,2023,LTI,Software Engineer,3,1,Delhi,1641605,DevOps,Kubernetes,14,481,227,1,2,4.1,2,3,0,0,9,85,7,1,IT|EEE,Python|Kubernetes|Docker|AWS,5,20,90
758,1949208,Padma Kumar,CSO,2019,2023,Bosch,Senior Engineer,3,1,Delhi,1771428,IoT,Industrial,23,586,45,0,0,0.0,0,0,0,0,1,84,9,0,CSO|CIV,Python|IoT|Sensors|Edge,5,0,89
759,1901209,Nithya Menon,CIV,2019,2023,L&T,Software Engineer,3,1,Bangalore,2087708,Infrastructure,Roads,24,596,5,0,0,0.0,0,0,0,1,3,82,8,1,CIV|CSE,AutoCAD|Staad Pro|Revit,6,0,96
760,1905210,Ravi Rajan,CSE,2019,2023,Swiggy,Engineer,3,1,Chennai,1702467,Cloud Engineering,AWS,24,536,175,0,0,0.0,0,0,0,0,2,78,8,1,CSE|AID,Python|Java|React|AWS,4,0,83
761,1904211,Arun Shetty,ECE,2019,2023,ST Microelectronics,Engineer,3,1,Noida,1716798,Hardware Design,VLSI,16,399,16,0,0,0.0,0,0,0,0,1,65,7,1,ECE|CSM,C|Verilog|VLSI|Embedded,7,0,90
762,1903212,Keerthi Murthy,MEC,2019,2023,Daimler,Senior Engineer,3,1,Pune,1884453,Robotics,Industrial,23,453,45,0,0,0.0,0,0,0,0,2,88,7,1,MEC|ECE,SolidWorks|CATIA|ANSYS,8,0,90
763,1905213,Vidya Varma,CSE,2019,2023,Adobe,Engineer,3,1,Mumbai,2049533,Cloud Engineering,AWS,13,437,105,0,0,0.0,0,0,0,0,0,76,6,0,CSE|CSO,Python|Java|React|AWS,3,0,84
764,1912214,Renuka Naidu,IT,2019,2023,IBM,Engineer,3,1,Noida,1801488,Networking,SDN,14,210,129,1,3,4.9,3,2,0,0,3,69,7,0,IT|CIC,Python|Kubernetes|Docker|AWS,6,16,85
765,1904215,Harini Krishna,ECE,2019,2023,NXP,Engineer,3,1,Pune,2005293,Wireless,5G,13,201,37,0,0,0.0,0,0,0,0,1,85,7,1,ECE|CSM,C|Verilog|VLSI|Embedded,5,0,84
766,1942216,Harish Krishna,CSM,2019,2023,Apple,Senior Engineer,3,1,Delhi,1705903,Data Science,ML,16,376,87,1,5,4.6,3,2,2,0,1,76,8,0,CSM|AIML,Python|ML|TensorFlow|PyTorch,10,8,93
767,1912217,Vivek Desai,IT,2019,2023,TCS,Engineer,3,1,Chennai,1702793,Cloud Engineering,Azure,20,547,137,1,2,4.4,2,3,0,0,9,78,8,1,IT|AIML,Python|Kubernetes|Docker|AWS,5,20,98
768,1954218,Archana Krishna,AID,2019,2023,Twitter,Software Engineer,3,1,Mumbai,2009996,Data Science,ML Engineering,20,342,221,1,4,4.1,0,3,1,0,3,88,6,0,AID|AID,Python|Data Science|SQL|ML,12,24,85
769,1949219,Shweta Sharma,CSO,2019,2023,Tata Elxsi,Engineer,3,1,Chennai,2079309,Edge Computing,IoT,15,201,16,0,0,0.0,0,0,0,0,0,75,9,0,CSO|IT,Python|IoT|Sensors|Edge,5,0,83
770,1954220,Swathi Murthy,AID,2019,2023,Uber,Software Engineer,3,1,Gurugram,1686684,Data Engineering,Pipelines,19,408,230,1,3,4.3,1,2,1,0,0,91,10,1,AID|EEE,Python|Data Science|SQL|ML,6,12,84
771,1947221,Naveen Desai,CIC,2019,2023,Trend Micro,Engineer,3,1,Delhi,2330773,Security,Pentesting,22,284,29,1,2,4.4,0,3,0,0,1,65,6,0,CIC|AID,Python|Security|Blockchain,10,12,92
772,1903222,Manoj Pillai,MEC,2019,2023,Volvo,Senior Engineer,3,1,Hyderabad,1897317,Manufacturing,CAD/CAM,25,535,27,0,0,0.0,0,0,0,0,1,88,6,1,MEC|CIV,SolidWorks|CATIA|ANSYS,12,0,88
773,1901223,Ramesh Mohan,CIV,2019,2023,NBCC,Senior Engineer,3,1,Bangalore,1658929,Structural Design,Buildings,24,243,85,1,4,4.7,3,1,0,0,0,95,9,0,CIV|EEE,AutoCAD|Staad Pro|Revit,10,20,84
774,1905224,Lavanya Menon,CSE,2019,2023,ServiceNow,Engineer,3,1,Gurugram,2091786,Data Engineering,BigData,14,553,117,1,4,4.2,3,0,0,0,4,67,7,1,CSE|EEE,Python|Java|React|AWS,8,12,91
775,1954225,Naveen Gopal,AID,2019,2023,Airbnb,Senior Engineer,3,1,Gurugram,2217799,Data Science,ML Engineering,24,486,150,0,0,0.0,0,0,1,0,1,95,8,1,AID|CIC,Python|Data Science|SQL|ML,0,0,92
776,2042001,Meena Varma,CSM,2020,2024,Anthropic,Software Engineer,2,1,Mumbai,1274887,Data Science,ML,12,546,263,1,2,4.7,3,3,0,0,3,73,9,0,CSM|AIML,Python|ML|TensorFlow|PyTorch,3,16,86
777,2061002,Mythili Mohan,AIML,2020,2024,Tesla,Software Engineer,2,1,Gurugram,1338061,AI,NLP,19,289,95,1,1,4.8,3,3,2,0,2,77,6,1,AIML|ECE,Python|Deep Learning|PyTorch,3,8,97
778,2002003,Manoj Sharma,EEE,2020,2024,Vestas,Engineer,2,1,Delhi,1396467,Power Systems,Grid,14,407,96,1,2,4.3,0,0,0,0,0,90,8,0,EEE|CIC,MATLAB|Power Systems|PLC,3,24,84
779,2002004,Sahana Ramani,EEE,2020,2024,L&T,Graduate Engineer,2,1,Chennai,1743580,Automation,PLC,19,312,78,1,4,4.4,2,3,0,0,1,87,7,1,EEE|CSE,MATLAB|Power Systems|PLC,7,8,84
780,2002005,Anjali Srinivas,EEE,2020,2024,L&T,Software Engineer,2,1,Pune,1326294,Renewable,Solar,15,212,21,1,2,4.6,0,1,0,0,3,83,6,0,EEE|IT,MATLAB|Power Systems|PLC,8,16,90
781,2042006,Sowmya Subramanian,CSM,2020,2024,Apple,Graduate Engineer,2,1,Bangalore,1574202,Data Science,ML,19,389,169,1,1,4.0,0,0,0,0,0,84,10,0,CSM|CSO,Python|ML|TensorFlow|PyTorch,10,20,94
782,2061007,Deepak Rajan,AIML,2020,2024,Google,Engineer,2,1,Mumbai,1780192,AI,Deep Learning,14,256,52,0,0,0.0,0,0,2,0,1,70,6,0,AIML|CSM,Python|Deep Learning|PyTorch,10,0,96
783,2061008,Sahana Prasad,AIML,2020,2024,Waymo,Graduate Engineer,2,1,Gurugram,1571241,ML Engineering,MLOps,22,329,231,1,4,4.6,4,0,1,0,0,81,10,0,AIML|CIV,Python|Deep Learning|PyTorch,12,10,94
784,2049009,Amit Shetty,CSO,2020,2024,Siemens,Engineer,2,1,Noida,1240663,IoT,Industrial,13,323,100,1,2,4.8,3,1,0,0,0,73,6,1,CSO|CSO,Python|IoT|Sensors|Edge,6,8,92
785,2061010,Anand Rao,AIML,2020,2024,Microsoft,Graduate Engineer,2,1,Hyderabad,1562434,ML Engineering,MLOps,19,249,279,0,0,0.0,0,0,1,0,3,92,6,0,AIML|EEE,Python|Deep Learning|PyTorch,10,0,87
786,2049011,Vasudha Menon,CSO,2020,2024,Emerson,Graduate Engineer,2,1,Mumbai,1699863,Embedded IoT,Sensors,18,376,68,1,2,4.0,4,2,0,0,0,93,8,1,CSO|ECE,Python|IoT|Sensors|Edge,0,8,94
787,2061012,Lavanya Iyer,AIML,2020,2024,DeepMind,Graduate Engineer,2,1,Delhi,1679785,AI,NLP,21,482,162,1,1,4.1,0,1,1,0,3,93,6,0,AIML|CSE,Python|Deep Learning|PyTorch,6,12,99
788,2001013,Mohan Krishnan,CIV,2020,2024,GMR,Software Engineer,2,1,Hyderabad,1626660,Construction,Project Management,14,520,42,0,0,0.0,0,0,0,0,3,85,10,0,CIV|EEE,AutoCAD|Staad Pro|Revit,5,0,90
789,2042014,Kavya Ramani,CSM,2020,2024,Uber,Software Engineer,2,1,Pune,1603850,AI Research,Machine Learning,23,223,87,1,4,4.6,0,1,1,0,0,73,9,1,CSM|AIML,Python|ML|TensorFlow|PyTorch,3,12,91
790,2049015,Anand Iyer,CSO,2020,2024,ABB,Software Engineer,2,1,Bangalore,1253690,IoT,Industrial,21,486,50,1,1,4.4,4,0,0,0,3,79,10,0,CSO|AID,Python|IoT|Sensors|Edge,0,16,90
791,2047016,Divya Gupta,CIC,2020,2024,Check Point,Graduate Engineer,2,1,Gurugram,1497935,Cyber Security,Threat Intelligence,19,559,86,1,5,4.3,1,2,0,0,1,95,6,1,CIC|CIC,Python|Security|Blockchain,6,18,97
792,2042017,Amit Nair,CSM,2020,2024,Google AI,Software Engineer,2,1,Hyderabad,1578442,Data Science,ML,13,536,193,1,3,4.6,1,0,1,0,1,68,7,1,CSM|ECE,Python|ML|TensorFlow|PyTorch,12,18,95
793,2001018,Swathi Kumar,CIV,2020,2024,NBCC,Graduate Engineer,2,1,Gurugram,1461941,Construction,Project Management,18,294,58,0,0,0.0,0,0,0,1,3,94,6,1,CIV|AIML,AutoCAD|Staad Pro|Revit,7,0,82
794,2004019,Renuka Swamy,ECE,2020,2024,ON Semi,Graduate Engineer,2,1,Bangalore,1729363,Embedded,IoT,16,413,6,0,0,0.0,0,0,0,0,2,78,7,0,ECE|AID,C|Verilog|VLSI|Embedded,3,0,89
795,2005020,Ajay Sharma,CSE,2020,2024,Intel,Graduate Engineer,2,1,Mumbai,1545978,Data Engineering,BigData,13,570,85,1,4,4.9,3,3,0,0,5,83,8,0,CSE|AIML,Python|Java|React|AWS,10,20,85
796,2042021,Anjali Patel,CSM,2020,2024,Apple,Software Engineer,2,1,Delhi,1537683,AI,NLP,16,490,110,0,0,0.0,0,0,1,0,1,82,7,1,CSM|MEC,Python|ML|TensorFlow|PyTorch,5,0,83
797,2002022,Lavanya Srinivas,EEE,2020,2024,Enphase,Graduate Engineer,2,1,Gurugram,1591622,Power Systems,Grid,24,588,80,1,4,4.0,2,2,0,0,0,81,9,0,EEE|IT,MATLAB|Power Systems|PLC,10,20,92
798,2003023,Harini Kumar,MEC,2020,2024,Cummins,Software Engineer,2,1,Pune,1394334,Aerospace,Design,12,210,24,0,0,0.0,0,0,0,1,1,93,7,1,MEC|CSE,SolidWorks|CATIA|ANSYS,12,0,92
799,2054024,Lakshmi Patel,AID,2020,2024,Netflix,Software Engineer,2,1,Chennai,1253385,Data Science,Analytics,20,376,297,0,0,0.0,0,0,1,0,1,69,10,1,AID|AID,Python|Data Science|SQL|ML,5,0,93
800,2042025,Mahesh Bhat,CSM,2020,2024,Tesla,Software Engineer,2,1,Mumbai,1634968,AI Research,Machine Learning,19,418,129,0,0,0.0,0,0,0,0,2,78,7,1,CSM|CSO,Python|ML|TensorFlow|PyTorch,12,0,95
801,2042026,Mahesh Rajan,CSM,2020,2024,Waymo,Engineer,2,1,Hyderabad,1579624,AI,NLP,13,401,256,0,0,0.0,0,0,1,0,1,92,10,1,CSM|EEE,Python|ML|TensorFlow|PyTorch,6,0,97
802,2002027,Ganesh Rao,EEE,2020,2024,ABB,Software Engineer,2,1,Mumbai,1637167,Control Systems,Industrial,18,487,79,1,2,4.3,4,1,0,0,3,79,9,1,EEE|ECE,MATLAB|Power Systems|PLC,8,24,94
803,2003028,Sanjay Patel,MEC,2020,2024,Honda,Software Engineer,2,1,Noida,1512874,Aerospace,Design,20,223,15,1,1,4.3,3,0,0,0,2,79,8,1,MEC|MEC,SolidWorks|CATIA|ANSYS,12,14,98
804,2004029,Shalini Sharma,ECE,2020,2024,Nvidia,Software Engineer,2,1,Gurugram,1755471,Embedded,IoT,14,398,79,0,0,0.0,0,0,0,0,1,68,9,0,ECE|AIML,C|Verilog|VLSI|Embedded,5,0,98
805,2001030,Sanjay Rajan,CIV,2020,2024,KBR,Software Engineer,2,1,Gurugram,1470261,Infrastructure,Roads,24,361,79,1,3,5.0,0,0,0,0,0,65,6,0,CIV|ECE,AutoCAD|Staad Pro|Revit,10,8,95
806,2049031,Ramesh Shetty,CSO,2020,2024,LG Soft,Graduate Engineer,2,1,Gurugram,1556330,Embedded IoT,Sensors,14,438,77,0,0,0.0,0,0,0,1,0,91,10,1,CSO|AID,Python|IoT|Sensors|Edge,12,0,89
807,2049032,Akshara Pillai,CSO,2020,2024,LG Soft,Graduate Engineer,2,1,Hyderabad,1653760,Embedded IoT,Sensors,16,376,47,0,0,0.0,0,0,0,0,3,65,6,0,CSO|IT,Python|IoT|Sensors|Edge,12,0,84
808,2001033,Anand Pillai,CIV,2020,2024,Simplex,Engineer,2,1,Delhi,1207567,Infrastructure,Roads,13,362,33,1,3,4.7,1,0,0,0,3,71,7,1,CIV|CSE,AutoCAD|Staad Pro|Revit,0,18,85
809,2047034,Vivek Bhat,CIC,2020,2024,Cisco,Engineer,2,1,Hyderabad,1748453,Cyber Security,Threat Intelligence,14,358,47,1,4,4.4,3,3,0,1,3,88,8,0,CIC|CIV,Python|Security|Blockchain,4,10,82
810,2042035,Swathi Verma,CSM,2020,2024,Nvidia,Software Engineer,2,1,Pune,1498919,AI Research,Machine Learning,12,244,207,0,0,0.0,0,0,0,0,0,86,10,1,CSM|CSO,Python|ML|TensorFlow|PyTorch,12,0,88
811,2001036,Padma Bhat,CIV,2020,2024,Afcons,Engineer,2,1,Hyderabad,1371705,Structural Design,Buildings,25,229,31,1,5,4.9,2,1,0,0,2,72,7,1,CIV|CSE,AutoCAD|Staad Pro|Revit,4,16,90
812,2042037,Bhavana Sundaram,CSM,2020,2024,Apple,Software Engineer,2,1,Delhi,1679086,Data Science,ML,21,582,207,0,0,0.0,0,0,1,0,1,90,8,0,CSM|EEE,Python|ML|TensorFlow|PyTorch,10,0,98
813,2061038,Swathi Sundaram,AIML,2020,2024,Anthropic,Software Engineer,2,1,Noida,1513580,Research,Neural Networks,21,582,253,0,0,0.0,0,0,0,0,0,91,10,1,AIML|CIV,Python|Deep Learning|PyTorch,8,0,96
814,2001039,Sanjay Reddy,CIV,2020,2024,Tata Projects,Engineer,2,1,Mumbai,1688558,Structural Design,Buildings,16,454,4,0,0,0.0,0,0,0,0,1,85,6,1,CIV|CSO,AutoCAD|Staad Pro|Revit,5,0,85
815,2061040,Naveen Mohan,AIML,2020,2024,Meta,Engineer,2,1,Hyderabad,1444659,Research,Neural Networks,17,371,183,1,4,4.1,0,0,1,0,3,89,8,0,AIML|CIC,Python|Deep Learning|PyTorch,10,10,84
816,2047041,Prakash Ramani,CIC,2020,2024,Symantec,Software Engineer,2,1,Bangalore,1788049,Security,Pentesting,23,508,29,0,0,0.0,0,0,0,0,3,81,10,0,CIC|ECE,Python|Security|Blockchain,3,0,93
817,2002042,Arun Reddy,EEE,2020,2024,L&T,Engineer,2,1,Bangalore,1611387,Control Systems,Industrial,15,579,42,0,0,0.0,0,0,0,0,2,90,6,1,EEE|CSE,MATLAB|Power Systems|PLC,12,0,83
818,2004043,Karthik Swamy,ECE,2020,2024,Intel,Engineer,2,1,Chennai,1649867,Wireless,5G,24,258,98,1,4,4.4,1,2,0,1,1,72,8,0,ECE|AID,C|Verilog|VLSI|Embedded,7,8,89
819,2003044,Renuka Kumar,MEC,2020,2024,GE,Software Engineer,2,1,Delhi,1525147,Automotive,Powertrain,23,257,68,0,0,0.0,0,0,0,0,0,86,10,1,MEC|AIML,SolidWorks|CATIA|ANSYS,4,0,99
820,2002045,Meena Naidu,EEE,2020,2024,Havells,Graduate Engineer,2,1,Mumbai,1533151,Control Systems,Industrial,13,420,66,1,5,4.7,2,2,0,0,3,90,7,0,EEE|CIC,MATLAB|Power Systems|PLC,10,20,93
821,2047046,Shalini Pillai,CIC,2020,2024,FireEye,Software Engineer,2,1,Hyderabad,1405806,Security,Pentesting,12,223,35,1,4,4.1,0,3,0,0,3,80,8,0,CIC|MEC,Python|Security|Blockchain,12,14,93
822,2002047,Ashok Subramanian,EEE,2020,2024,Honeywell,Graduate Engineer,2,1,Bangalore,1447123,Control Systems,Industrial,14,455,9,1,3,4.4,1,3,0,0,1,76,8,1,EEE|EEE,MATLAB|Power Systems|PLC,0,8,83
823,2003048,Anjali Krishna,MEC,2020,2024,GE,Software Engineer,2,1,Bangalore,1371161,Manufacturing,CAD/CAM,25,516,42,1,3,4.2,0,1,0,0,0,71,8,0,MEC|CIC,SolidWorks|CATIA|ANSYS,8,12,97
824,2047049,Swathi Sharma,CIC,2020,2024,Symantec,Software Engineer,2,1,Bangalore,1235299,Security,Pentesting,14,543,11,0,0,0.0,0,0,0,1,2,82,10,1,CIC|AID,Python|Security|Blockchain,0,0,93
825,2004050,Kavya Prasad,ECE,2020,2024,Marvell,Software Engineer,2,1,Noida,1324000,Hardware Design,VLSI,16,274,81,1,5,4.1,3,1,0,0,2,91,9,1,ECE|AID,C|Verilog|VLSI|Embedded,3,14,85
826,2042051,Kishore Shetty,CSM,2020,2024,Meta AI,Engineer,2,1,Delhi,1729170,AI,Computer Vision,17,554,209,1,2,4.8,4,2,2,0,1,69,6,1,CSM|EEE,Python|ML|TensorFlow|PyTorch,3,16,86
827,2004052,Meena Iyer,ECE,2020,2024,Nvidia,Engineer,2,1,Chennai,1646988,Hardware Design,VLSI,21,220,11,1,2,4.8,1,0,0,0,1,76,9,1,ECE|IT,C|Verilog|VLSI|Embedded,10,14,89
828,2012053,Vivek Desai,IT,2020,2024,Google,Graduate Engineer,2,1,Gurugram,1622539,DevOps,Kubernetes,25,550,55,0,0,0.0,0,0,0,0,9,94,10,1,IT|ECE,Python|Kubernetes|Docker|AWS,10,0,94
829,2054054,Ravi Iyer,AID,2020,2024,Flipkart,Software Engineer,2,1,Bangalore,1524208,Data Engineering,Pipelines,19,405,208,0,0,0.0,0,0,0,0,3,91,8,0,AID|AID,Python|Data Science|SQL|ML,8,0,88
830,2047055,Rekha Shetty,CIC,2020,2024,Qualys,Software Engineer,2,1,Chennai,1426117,Security,Pentesting,21,331,45,1,4,4.2,4,2,0,0,0,95,9,1,CIC|ECE,Python|Security|Blockchain,6,10,84
831,2042056,Venkat Krishna,CSM,2020,2024,IBM Research,Graduate Engineer,2,1,Bangalore,1478367,AI,Computer Vision,17,566,291,0,0,0.0,0,0,0,1,3,93,9,1,CSM|ECE,Python|ML|TensorFlow|PyTorch,4,0,94
832,2002057,Meena Varma,EEE,2020,2024,Crompton,Software Engineer,2,1,Mumbai,1726914,Renewable,Solar,12,354,91,0,0,0.0,0,0,0,0,3,84,10,1,EEE|MEC,MATLAB|Power Systems|PLC,12,0,98
833,2004058,Akshara Prasad,ECE,2020,2024,Qualcomm,Software Engineer,2,1,Pune,1712873,Wireless,5G,12,215,81,0,0,0.0,0,0,0,0,3,81,10,1,ECE|MEC,C|Verilog|VLSI|Embedded,8,0,95
834,2061059,Divya Iyer,AIML,2020,2024,Tesla,Graduate Engineer,2,1,Noida,1352916,ML Engineering,MLOps,13,503,274,0,0,0.0,0,0,2,0,0,68,6,1,AIML|CSE,Python|Deep Learning|PyTorch,4,0,90
835,2047060,Vasudha Desai,CIC,2020,2024,Symantec,Graduate Engineer,2,1,Noida,1649990,Cyber Security,Threat Intelligence,13,505,34,0,0,0.0,0,0,0,0,1,69,7,0,CIC|CIC,Python|Security|Blockchain,3,0,87
836,2005061,Ramesh Naidu,CSE,2020,2024,Amazon,Graduate Engineer,2,1,Pune,1258564,Software Engineering,Backend,20,379,132,0,0,0.0,0,0,0,0,2,76,10,0,CSE|MEC,Python|Java|React|AWS,5,0,92
837,2049062,Vidya Naidu,CSO,2020,2024,Rockwell,Software Engineer,2,1,Bangalore,1325574,IoT,Smart Cities,12,304,74,0,0,0.0,0,0,0,1,0,94,9,0,CSO|CSM,Python|IoT|Sensors|Edge,0,0,99
838,2012063,Rajesh Sundaram,IT,2020,2024,Amazon,Software Engineer,2,1,Mumbai,1349193,Networking,SDN,18,263,191,1,1,4.5,3,0,0,0,7,93,7,1,IT|ECE,Python|Kubernetes|Docker|AWS,10,20,89
839,2001064,Kavya Shetty,CIV,2020,2024,Simplex,Engineer,2,1,Noida,1724860,Infrastructure,Roads,15,591,80,0,0,0.0,0,0,0,0,1,83,10,0,CIV|CSO,AutoCAD|Staad Pro|Revit,5,0,97
840,2049065,Renuka Patel,CSO,2020,2024,Honeywell,Graduate Engineer,2,1,Gurugram,1695544,IoT,Industrial,20,385,35,1,4,4.1,1,3,0,0,1,75,7,0,CSO|ECE,Python|IoT|Sensors|Edge,8,16,83
841,2012066,Vidya Desai,IT,2020,2024,Google,Graduate Engineer,2,1,Chennai,1724789,System Administration,Linux,22,403,258,1,2,4.4,0,0,0,0,15,72,9,0,IT|AID,Python|Kubernetes|Docker|AWS,7,16,95
842,2061067,Sowmya Patel,AIML,2020,2024,Nvidia,Graduate Engineer,2,1,Hyderabad,1574902,AI,Deep Learning,21,427,91,1,4,4.8,1,2,2,0,1,87,9,0,AIML|EEE,Python|Deep Learning|PyTorch,12,24,94
843,2047068,Swathi Gupta,CIC,2020,2024,Fortinet,Software Engineer,2,1,Chennai,1557932,Cyber Security,Threat Intelligence,16,218,20,1,1,4.8,2,1,0,0,2,92,7,1,CIC|MEC,Python|Security|Blockchain,6,18,94
844,2001069,Prasad Reddy,CIV,2020,2024,Afcons,Software Engineer,2,1,Gurugram,1276560,Infrastructure,Roads,21,279,91,1,2,4.3,2,1,0,0,3,93,7,1,CIV|EEE,AutoCAD|Staad Pro|Revit,4,20,99
845,2012070,Mahesh Menon,IT,2020,2024,HashiCorp,Software Engineer,2,1,Delhi,1692998,DevOps,Kubernetes,21,320,175,0,0,0.0,0,0,0,0,11,77,6,0,IT|IT,Python|Kubernetes|Docker|AWS,3,0,94
846,2054071,Nithya Krishnan,AID,2020,2024,Meta,Software Engineer,2,1,Bangalore,1622739,Data Engineering,Pipelines,15,516,296,1,3,4.1,4,1,1,1,1,77,8,0,AID|CIV,Python|Data Science|SQL|ML,5,8,82
847,2012072,Prakash Ramani,IT,2020,2024,LTI,Software Engineer,2,1,Noida,1716188,Networking,SDN,17,581,89,0,0,0.0,0,0,0,0,5,91,10,1,IT|CIV,Python|Kubernetes|Docker|AWS,10,0,97
848,2054073,Ramya Reddy,AID,2020,2024,LinkedIn,Graduate Engineer,2,1,Noida,1706594,Data Science,ML Engineering,25,546,182,1,2,4.7,1,1,1,0,3,85,10,1,AID|CSM,Python|Data Science|SQL|ML,6,12,87
849,2061074,Deepak Shetty,AIML,2020,2024,OpenAI,Engineer,2,1,Gurugram,1365118,Research,Neural Networks,13,534,92,1,4,4.1,0,0,2,0,0,80,8,1,AIML|CIV,Python|Deep Learning|PyTorch,8,12,89
850,2054075,Naveen Rajan,AID,2020,2024,Gramener,Engineer,2,1,Mumbai,1701246,Data Science,Analytics,19,570,134,0,0,0.0,0,0,0,0,2,66,6,0,AID|CSM,Python|Data Science|SQL|ML,8,0,90
851,2047076,Naresh Ramani,CIC,2020,2024,Symantec,Graduate Engineer,2,1,Pune,1524428,Cyber Security,Threat Intelligence,15,203,28,0,0,0.0,0,0,0,0,2,75,9,0,CIC|EEE,Python|Security|Blockchain,7,0,99
852,2049077,Padma Prasad,CSO,2020,2024,Tata Elxsi,Software Engineer,2,1,Pune,1518007,Embedded IoT,Sensors,22,305,44,1,4,4.3,1,2,0,0,2,90,8,0,CSO|EEE,Python|IoT|Sensors|Edge,5,18,97
853,2054078,Bhavana Swamy,AID,2020,2024,Flipkart,Software Engineer,2,1,Hyderabad,1701635,Data Science,Analytics,20,307,164,0,0,0.0,0,0,2,0,1,94,9,1,AID|AID,Python|Data Science|SQL|ML,7,0,82
854,2054079,Kishore Sundaram,AID,2020,2024,Netflix,Graduate Engineer,2,1,Mumbai,1532919,Data Science,ML Engineering,18,346,277,0,0,0.0,0,0,2,0,3,90,8,1,AID|AID,Python|Data Science|SQL|ML,4,0,86
855,2005080,Deepak Rao,CSE,2020,2024,Adobe,Software Engineer,2,1,Gurugram,1317006,Data Engineering,BigData,25,530,241,1,1,4.8,3,1,0,0,8,90,7,1,CSE|AID,Python|Java|React|AWS,0,24,86
856,2001081,Akshara Rao,CIV,2020,2024,Arup,Software Engineer,2,1,Mumbai,1541897,Construction,Project Management,21,491,84,1,1,4.0,1,1,0,0,1,95,7,1,CIV|CIV,AutoCAD|Staad Pro|Revit,3,14,97
857,2042082,Renuka Kumar,CSM,2020,2024,DeepMind,Engineer,2,1,Pune,1324813,Data Science,ML,19,323,204,1,3,4.4,3,2,2,0,2,89,8,0,CSM|IT,Python|ML|TensorFlow|PyTorch,7,18,93
858,2047083,Harini Swamy,CIC,2020,2024,Fortinet,Graduate Engineer,2,1,Noida,1679210,Cyber Security,Threat Intelligence,14,227,15,1,2,4.2,2,1,0,0,1,83,10,1,CIC|AID,Python|Security|Blockchain,6,16,98
859,2005084,Swathi Reddy,CSE,2020,2024,Salesforce,Graduate Engineer,2,1,Pune,1692172,Data Engineering,BigData,20,424,51,1,2,4.3,4,0,0,1,14,92,6,1,CSE|CSM,Python|Java|React|AWS,7,10,93
860,2012085,Sahana Desai,IT,2020,2024,HCL,Software Engineer,2,1,Hyderabad,1421419,System Administration,Linux,24,491,63,0,0,0.0,0,0,0,0,10,87,7,0,IT|CSE,Python|Kubernetes|Docker|AWS,4,0,83
861,2054086,Nithya Murthy,AID,2020,2024,Uber,Engineer,2,1,Hyderabad,1527920,Data Engineering,Pipelines,13,587,285,1,4,4.8,4,0,0,0,1,71,10,0,AID|AIML,Python|Data Science|SQL|ML,3,20,91
862,2061087,Ganesh Desai,AIML,2020,2024,Nvidia,Software Engineer,2,1,Gurugram,1251433,Research,Neural Networks,13,384,203,1,1,4.8,3,1,1,0,1,94,10,1,AIML|ECE,Python|Deep Learning|PyTorch,12,16,98
863,2002088,Vivek Sundaram,EEE,2020,2024,Honeywell,Graduate Engineer,2,1,Gurugram,1316763,Renewable,Solar,23,449,89,0,0,0.0,0,0,0,1,0,91,6,1,EEE|CSE,MATLAB|Power Systems|PLC,12,0,87
864,2061089,Rajesh Patel,AIML,2020,2024,Cruise,Software Engineer,2,1,Gurugram,1281620,Research,Neural Networks,23,597,165,0,0,0.0,0,0,0,0,0,72,6,0,AIML|IT,Python|Deep Learning|PyTorch,0,0,99
865,2002090,Divya Mohan,EEE,2020,2024,Havells,Engineer,2,1,Bangalore,1421666,Automation,PLC,14,468,9,1,3,4.2,2,2,0,1,2,69,9,0,EEE|CIV,MATLAB|Power Systems|PLC,7,14,92
